tr_type,route,company,tr_from,tr_to,departure,arrival,source
Fly,DY360,Norwegian,Oslo,Evenes,2021-03-18 14:00:00,2021-03-18 15:40:00,fhi:web
Fly,SK257,SAS,Bergen,,2021-03-17 10:50:00,2021-03-17 11:40:00,fhi:web
Fly,SK257,SAS,Bergen,,2021-03-17 10:50:00,2021-03-17 11:40:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Ababa,Stockholm,2021-03-16 23:40:00,2021-03-17 07:45:00,fhi:web
Fly,WF779,Widerøe,Oslo,Trondheim,2021-03-16 19:55:00,2021-03-16 21:05:00,fhi:web
Tog,477,SJ,Trondheim,Mo i Rana,2021-03-16 16:07:00,2021-03-16 22:48:00,fhi:web
Fly,W61747,Wizz Air,Gdansk,Stavanger,2021-03-16 12:20:00,2021-03-16 14:10:00,fhi:web
Fly,LO481,Polish Airlines,Warsawa,Oslo,2021-03-16 08:40:00,2021-03-16 10:50:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-16 08:05:00,2021-03-16 12:20:00,fhi:web
Tog,41,SJ,Oslo,Trondheim,2021-03-16 08:02:00,2021-03-16 14:34:00,fhi:web
Fly,SK1462,SAS,København,Oslo,2021-03-16 07:55:00,2021-03-16 09:10:00,fhi:web
Fly,SK380,SAS,Oslo,Trondheim,2021-03-15 20:30:00,2021-03-15 21:30:00,fhi:web
Fly,DY527,Norwegian,Stavanger,Oslo,2021-03-15 11:40:00,2021-03-15 12:20:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-03-15 08:00:00,2021-03-15 08:00:00,fhi:web
Fly,JU450,Air Serbia,Beograd,Oslo,2021-03-15 06:05:00,2021-03-15 08:55:00,fhi:web
Fly,SK2872,SAS,København,Oslo,2021-03-14 17:00:00,2021-03-14 18:25:00,fhi:web
Fly,KL1205,KLM,Amsterdam,Stavanger,2021-03-14 16:20:00,2021-03-14 17:50:00,fhi:web
Buss,170,Agder Kollektivtrafikk,Hovden,Kristiansand,2021-03-14 16:00:00,2021-03-14 19:40:00,fhi:web
Fly,W61783,Wizz Air,Gdansk,Oslo,2021-03-14 15:50:00,2021-03-14 16:15:00,fhi:web
Buss,146,VY Express,Måløy,Oslo,2021-03-14 11:55:00,2021-03-14 21:52:00,fhi:web
Fly,PC1273,Pegasus Airlines,Istanbul,Oslo,2021-03-14 10:35:00,2021-03-14 12:40:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-14 08:05:00,2021-03-14 12:20:00,fhi:web
Fly,SK350,SAS,Oslo,Trondheim,2021-03-13 14:30:00,2021-03-13 15:25:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-03-13 08:50:00,2021-03-13 10:35:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-03-13 08:00:00,2021-03-13 13:00:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2021-03-12 17:05:00,2021-03-12 19:55:00,fhi:web
Fly,SK2872,SAS,København,Oslo,2021-03-12 17:00:00,2021-03-12 18:25:00,fhi:web
Fly,W61783,Wizz Air,Gdansk,Oslo,2021-03-12 15:35:00,2021-03-12 17:05:00,fhi:web
Fly,SK4299,SAS,Kiev,Oslo,2021-03-12 14:00:00,2021-03-12 15:50:00,fhi:web
Fly,SK1322,SAS,Oslo,Ålesund,2021-03-12 14:00:00,2021-03-12 14:55:00,fhi:web
Fly,LH862,Lufthansa,Frankfurt,Oslo,2021-03-12 13:05:00,2021-03-12 15:05:00,fhi:web
Buss,600,VY Bus4you,Malmø,Oslo,2021-03-12 11:55:00,2021-03-12 19:40:00,fhi:web
Fly,DY524,Norwegian,Oslo,Stavanger,2021-03-12 10:10:00,2021-03-12 11:05:00,fhi:web
Buss,300,Lofotexpressen,Evenes,Lødingen,2021-03-11 17:05:00,2021-03-11 18:03:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-03-11 14:35:00,NaT,fhi:web
Fly,DY360,Norwegian,Oslo,Evenes,2021-03-11 14:00:00,2021-03-11 15:40:00,fhi:web
Fly,LH860,Lufthansa,Frankfurt,Oslo,2021-03-11 09:50:00,2021-03-11 11:50:00,fhi:web
Tog,VY710,VY,Lillehammer,Trondheim,2021-03-11 08:50:00,2021-03-11 14:10:00,fhi:web
Tog,R10,VY,Oslo,Lillehammer,2021-03-11 06:34:00,2021-03-11 08:40:00,fhi:web
Fly,SK291,SAS,Oslo,Bergen,2021-03-10 20:35:00,2021-03-10 21:30:00,fhi:web
Fly,SK380,SAS,Oslo,Trondheim,2021-03-10 20:30:00,2021-03-10 21:30:00,fhi:web
Fly,SK4433,SAS,Tromsø,Oslo,2021-03-10 19:30:00,2021-03-10 21:25:00,fhi:web
Fly,LO483,Polish Airlines,Warsawa,Oslo,2021-03-10 16:45:00,2021-03-10 18:55:00,fhi:web
Fly,DY340,Norwegian,Oslo,Bodø,2021-03-10 13:00:00,2021-03-10 14:30:00,fhi:web
Tog,L12,VY,Kongsberg,Oslo,2021-03-10 12:34:00,2021-03-10 13:51:00,fhi:web
Buss,VY1,VY Express,Notodden,Kongsberg,2021-03-10 11:40:00,2021-03-10 12:20:00,fhi:web
Buss,Farte 185,VY,Rujkan,Notodden,2021-03-10 09:50:00,2021-03-10 11:08:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-03-10 08:50:00,2021-03-10 10:35:00,fhi:web
Buss,NW192,Konkurrenten,Oslo,Kristiansand,2021-03-09 17:10:00,2021-03-09 21:40:00,fhi:web
Buss,NW400,Kystbussen,Bergen,Haugesund,2021-03-09 13:25:00,2021-03-09 16:40:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-09 08:05:00,2021-03-09 12:20:00,fhi:web
Fly,WF626,Widerøe,Bergen,Tromsø,2021-03-08 14:35:00,2021-03-08 16:35:00,fhi:web
Buss,NW400,Kystbussen,Haugesund,Bergen,2021-03-08 13:45:00,2021-03-08 17:00:00,fhi:web
Fly,WF414,Widerøe,Sandefjord,Bergen,2021-03-08 12:55:00,2021-03-08 13:50:00,fhi:web
Tog,41,VY,Drammen,Bergen,2021-03-08 09:00:00,2021-03-08 14:55:00,fhi:web
Fly,WF453,Widerøe,Ålesund,Bergen,2021-03-08 08:55:00,2021-03-08 09:40:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-03-08 08:50:00,2021-03-08 10:35:00,fhi:web
Tog,R11,VY,Eidsvoll,Skien,2021-03-08 08:00:00,2021-03-08 10:53:00,fhi:web
Fly,JU450,Air Serbia,Beograd,Oslo,2021-03-08 06:05:00,2021-03-08 08:55:00,fhi:web
Tog,R11,VY,Skien,Eidsvoll,2021-03-08 05:11:00,2021-03-08 08:00:00,fhi:web
Tog,R10,VY,Lillehammer,Drammen,2021-03-07 21:07:00,2021-03-08 00:02:00,fhi:web
Tog,Tog 47,SJ,Lillehammer,Trondheim,2021-03-07 18:14:00,2021-03-07 22:50:00,fhi:web
Fly,W64677,WizzAir,Oslo,Stavanger,2021-03-07 16:20:00,2021-03-07 17:15:00,fhi:web
Fly,W61783,Wizz Air,Gdansk,Oslo,2021-03-07 15:35:00,2021-03-07 17:05:00,fhi:web
Fly,WF713,Widerøe,Trondheim,Brønnøysund,2021-03-07 15:25:00,2021-03-07 16:10:00,fhi:web
Tog,209,VY Gjøvikbanen,Oslo,Gjøvik,2021-03-07 15:02:00,2021-03-07 16:59:00,fhi:web
Fly,WF535,Widerøe,Bergen,Stavanger,2021-03-07 14:10:00,2021-03-07 15:10:00,fhi:web
Fly,WF753,Widerøe,Oslo,Trondheim,2021-03-07 13:45:00,2021-03-07 14:55:00,fhi:web
Fly,SK389,SAS,Oslo,Bardufoss,2021-03-07 12:30:00,2021-03-07 14:20:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-07 08:05:00,2021-03-07 12:20:00,fhi:web
Fly,ET714,Ethiopian Airways,Addis Abeba,Stockholm,2021-03-06 23:40:00,2021-03-07 07:45:00,fhi:web
Fly,SK4043,SAS,Oslo,Stavanger,2021-03-06 17:10:00,2021-03-06 18:05:00,fhi:web
Tog,45,SJ,Gardermoen,Trondheim,2021-03-06 14:29:00,2021-03-06 20:51:00,fhi:web
Tog,R11,VY,Skien,Eidsvoll,2021-03-05 18:07:00,2021-03-05 21:00:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2021-03-05 17:05:00,2021-03-05 19:55:00,fhi:web
Fly,DY365,Norwegian,Evenes,Oslo,2021-03-05 16:10:00,NaT,fhi:web
Fly,W61783,Wizz Air,Gdansk,Oslo,2021-03-05 15:35:00,2021-03-05 19:50:00,fhi:web
Fly,SK4031,SAS,Oslo,Stavanger,2021-03-05 15:00:00,2021-03-05 15:55:00,fhi:web
Fly,SK4299,SAS,Kiev,Oslo,2021-03-05 14:00:00,2021-03-05 15:50:00,fhi:web
Tog,Flytoget,Flytoget,Gardermoen,Drammen,2021-03-05 13:30:00,2021-03-05 14:28:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-05 08:05:00,2021-03-05 12:20:00,fhi:web
Fly,SK221,SAS,Oslo,Kristiansand,2021-03-04 17:05:00,2021-03-04 17:55:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-03-04 14:35:00,2021-03-04 16:30:00,fhi:web
Fly,SK4572,SAS,Bodø,Tromsø,2021-03-03 18:30:00,2021-03-03 19:20:00,fhi:web
Fly,LO483,Polish Airlines,Warsawa,Oslo,2021-03-03 16:45:00,2021-03-03 18:55:00,fhi:web
Fly,WF486,Widerøe,Torp,Værnes,2021-03-03 16:40:00,2021-03-03 17:50:00,fhi:web
Fly,W63216,Wizz Air,Bucharest,Oslo,2021-03-03 14:25:00,2021-03-03 18:25:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-03-03 08:50:00,2021-03-03 10:35:00,fhi:web
Fly,SK291,SAS,Oslo,Bergen,2021-03-02 20:35:00,2021-03-02 21:25:00,fhi:web
Fly,WF627,Widerøe,Tromsø,Bergen,2021-03-02 17:10:00,2021-03-02 19:15:00,fhi:web
Fly,WF925,Widerøe,Alta,Tromsø,2021-03-02 15:55:00,2021-03-02 16:35:00,fhi:web
Fly,WF924,Widerøe,Tromsø,Alta,2021-03-02 15:00:00,2021-03-02 15:40:00,fhi:web
Fly,WF623,Widerøe,Tromsø,Bergen,2021-03-02 10:20:00,2021-03-02 12:35:00,fhi:web
Fly,WF881,Widerøe,Harstad,Tromsø,2021-03-02 09:20:00,2021-03-02 09:55:00,fhi:web
Fly,WF767,Widerøe,Trondheim,Mo i Rana,2021-03-02 08:15:00,2021-03-02 11:25:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-02 08:05:00,2021-03-02 12:20:00,fhi:web
Fly,WF706,Widerøe,Brønnøysund,Trondheim,2021-03-02 06:55:00,2021-03-02 07:40:00,fhi:web
Fly,JU450,Air Serbia,Beograd,Oslo,2021-03-01 06:05:00,2021-03-01 08:55:00,fhi:web
Fly,SK1474,SAS,København,Oslo,2021-02-28 22:45:00,2021-02-28 23:55:00,fhi:web
Fly,SK4051,SAS,Oslo,Stavanger,2021-02-28 21:55:00,2021-02-28 22:50:00,fhi:web
Fly,WF887,Widerøe,Harstad,Tromsø,2021-02-28 19:45:00,2021-02-28 20:20:00,fhi:web
Fly,W61783,Wizz Air,Gdansk,Oslo,2021-02-28 18:20:00,2021-02-28 19:50:00,fhi:web
Fly,LO483,Polish Airlines,Warszawa,Oslo,2021-02-28 16:45:00,2021-02-28 18:55:00,fhi:web
Fly,ET714,Ethiopian Airways,Addis Abeba,Stockholm,2021-02-27 23:40:00,2021-02-28 07:45:00,fhi:web
Tog,R11,VY,Eidsvoll,Skien,2021-02-27 19:00:00,2021-02-27 21:53:00,fhi:web
Fly,SK4083,SAS,Harstad,Oslo,2021-02-27 10:45:00,2021-02-27 12:25:00,fhi:web
Fly,W61747,WIzzAir,Gdansk,Stavanger,2021-02-27 06:10:00,2021-01-27 08:00:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2021-02-26 17:05:00,2021-02-26 19:55:00,fhi:web
Fly,DY365,Norwegian,Harstad,Oslo,2021-02-26 16:10:00,2021-02-26 17:55:00,fhi:web
Fly,DY401,Norwegian,Ålesund,Oslo,2021-02-26 12:15:00,2021-02-26 13:15:00,fhi:web
Fly,ET714,Ethiopian Airways,Addis Abeba,Stockholm,2021-02-25 23:40:00,2021-02-26 07:45:00,fhi:web
Tog,R10,VY,Oslo S,Lillehammer,2021-02-25 13:34:00,2021-02-25 15:41:00,fhi:web
Fly,SK4416,SAS,Oslo,Tromsø,2021-02-25 12:00:00,2021-02-25 13:55:00,fhi:web
Fly,LO481,POlish Airlines,Warsawa,Oslo,2021-02-25 08:40:00,2021-02-25 10:50:00,fhi:web
Fly,LO481,Polish Airlines,Warsawa,Oslo,2021-02-25 08:40:00,2021-02-25 10:50:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-02-25 08:00:00,2021-02-25 13:00:00,fhi:web
Fly,SK291,SAS,Oslo,Bergen,2021-02-24 20:35:00,2021-02-24 21:30:00,fhi:web
Fly,LO483,Polish Airlines,Warszawa,Oslo,2021-02-24 16:45:00,2021-02-24 18:55:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-02-23 08:00:00,2021-02-23 13:00:00,fhi:web
Tog,R30,VY,Oslo,Gjøvik,2021-02-21 21:02:00,2021-02-21 23:02:00,fhi:web
Fly,DY648,Norwegian,Oslo,Bergen,2021-02-21 20:35:00,2021-02-21 21:30:00,fhi:web
Fly,W61745,WIzzAir,Gdansk,Bergen,2021-02-21 19:10:00,2021-02-21 21:10:00,fhi:web
Fly,SK883,SAS,Stockholm,Oslo,2021-02-21 18:40:00,2021-02-21 19:40:00,fhi:web
Fly,SK4525,SAS,Molde,Oslo,2021-02-21 17:10:00,2021-02-21 18:00:00,fhi:web
Fly,LH862,Lufthansa,Frankfurt,Oslo,2021-02-21 13:05:00,2021-02-21 15:05:00,fhi:web
Fly,W61516,WizzAir,Warszawa,Oslo,2021-02-21 12:30:00,2021-02-21 14:25:00,fhi:web
Fly,W61515,WizzAir,Warszawa,Oslo,2021-02-21 12:30:00,2021-02-21 14:25:00,fhi:web
Fly,SK1460,SAS,København,Oslo,2021-02-20 15:40:00,2021-02-20 16:55:00,fhi:web
Fly,SK355,SAS,Trondheim,Oslo,2021-02-20 12:15:00,2021-02-20 13:10:00,fhi:web
Fly,W61747,WizzAir,Gdansk,Stavanger,2021-02-20 06:10:00,2021-02-20 08:00:00,fhi:web
Fly,DY378,Norwegian,Oslo,Tromsø,2021-02-19 18:25:00,2021-02-19 20:20:00,fhi:web
Fly,WF738,Widerøe,Bodø,Sandnessjøen,2021-02-19 17:25:00,2021-02-19 18:00:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2021-02-19 17:05:00,2021-02-19 19:55:00,fhi:web
Fly,SK316,SAS,Oslo,Haugesund,2021-02-19 17:05:00,2021-02-19 18:00:00,fhi:web
Tog,R10,VY,Oslo S,Lillehammer,2021-02-19 16:34:00,2021-02-19 18:41:00,fhi:web
Tog,R30,VY,Gjøvik,Oslo,2021-02-19 15:30:00,2021-02-19 17:30:00,fhi:web
Fly,SK4299,SAS,Kyiv,Oslo,2021-02-19 14:00:00,2021-02-19 15:50:00,fhi:web
Fly,WF773,Widerøe,Oslo,Bodø,2021-02-19 13:15:00,2021-02-19 16:30:00,fhi:web
Fly,SK4086,SAS,Oslo,Evenes,2021-02-19 11:35:00,2021-02-19 13:15:00,fhi:web
Fly,DY422,Norwegian,Oslo,Molde,2021-02-19 08:10:00,2021-02-19 08:50:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-02-19 08:00:00,2021-02-19 13:00:00,fhi:web
Buss,49184.0,Lavprisekspressen,Oslo,Stavanger,2021-02-17 10:00:00,2021-02-17 18:50:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Ababa,Stockholm,2021-02-16 23:43:00,2021-02-17 07:45:00,fhi:web
Fly,FR8510,RyanAir,Gdansk,Torp,2021-02-16 12:35:00,2021-02-16 14:00:00,fhi:web
Fly,W61747,WizzAir,Gdansk,Stavanger,2021-02-16 09:55:00,2021-02-16 11:30:00,fhi:web
Fly,EK159,Emirates ,Dubai,Oslo,2021-02-16 08:05:00,2021-02-16 12:20:00,fhi:web
Fly,WF834,Widerøe,Bodø,Svolvær,2021-02-15 17:00:00,2021-02-15 17:20:00,fhi:web
Fly,DY620,Norwegian,Oslo,Bergen,2021-02-15 16:20:00,2021-02-15 17:15:00,fhi:web
Fly,SK344,SAS,Oslo,Trondheim,2021-02-15 13:10:00,2021-02-15 14:05:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-02-15 09:32:00,2021-02-15 10:56:00,fhi:web
Tog,R11,VY,Eidsvoll,Skien,2021-02-14 15:00:00,2021-02-14 17:00:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-02-14 08:05:00,2021-02-14 12:20:00,fhi:web
Fly,QR175,Qatar Airlines,Doha,Oslo,2021-02-14 08:00:00,2021-02-14 13:00:00,fhi:web
Fly,SK806,SAS,London,Oslo,2021-02-13 15:52:00,2021-02-13 18:50:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Ababa,Stockholm,2021-02-12 23:40:00,2021-02-13 07:45:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-02-12 14:35:00,2021-02-12 16:30:00,fhi:web
Fly,Kl1175,KLM,Amsterdam,Trondheim,2021-02-11 14:25:00,2021-02-11 16:40:00,fhi:web
Fly,LO481,Polish Airlines,Warszawa,Oslo,2021-02-11 08:40:00,2021-02-11 10:50:00,fhi:web
Fly,WF739,Widerøe,Trondheim,Sandesjøen,2021-02-08 19:45:00,2021-02-08 20:35:00,fhi:web
Fly,SK4184,SAS,Bergen,Trondheim,2021-02-08 18:00:00,2021-02-08 19:00:00,fhi:web
Tog,47,SJ,Oslo S,Trondheim S,2021-02-08 16:02:00,2021-02-08 22:49:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-02-08 08:50:00,2021-02-08 10:35:00,fhi:web
Fly,JU450,Air Serbia,Beograd,Oslo,2021-02-08 06:05:00,2021-02-08 08:55:00,fhi:web
Fly,W61783,WizzAir,Gdansk,Oslo,2021-02-07 14:55:00,2021-02-07 16:25:00,fhi:web
Fly,SK354,SAS,Oslo,Trondheim,2021-02-07 14:40:00,2021-02-07 15:35:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-02-07 08:05:00,2021-02-07 12:20:00,fhi:web
Tog,41.0,SJ,Oslo S,Trondheim S,2021-02-07 08:02:00,2021-02-07 14:34:00,fhi:web
Tog,41,SJ,Oslo S,Trondheim S,2021-02-07 08:02:00,2021-02-07 14:34:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-02-05 14:35:00,2021-02-05 16:30:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-02-05 08:00:00,2021-02-05 13:00:00,fhi:web
Fly,LH860,Lufthansa,Frankfurt,Oslo,2021-02-04 09:50:00,2021-02-04 11:50:00,fhi:web
Fly,LO481,Polish Air,Warszawa,Oslo,2021-02-02 08:40:00,2021-02-02 10:50:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-02-02 08:23:00,2021-02-02 12:13:00,fhi:web
Fly,SK462,SAS,København,Oslo,2021-02-01 18:28:00,2021-02-01 19:20:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-02-01 08:50:00,2021-02-01 10:35:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Ababa,Stockholm,2021-01-31 11:40:00,2021-01-31 19:42:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-01-31 08:00:00,2021-01-31 13:00:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2021-01-30 14:36:00,2021-01-30 16:02:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-01-30 08:50:00,2021-01-30 10:35:00,fhi:web
Fly,W61765,WizzAir,Gdansk,Ålesund,2021-01-29 19:16:00,2021-01-29 21:06:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2021-01-29 15:00:00,2021-01-29 19:55:00,fhi:web
Skip,Superspeed 2,Color Line ,Hirtshals,Larvik,2021-01-29 12:45:00,2021-01-29 16:30:00,fhi:web
Fly,WF978,Widerøe,Tromsø,Mehamn,2021-01-28 20:00:00,2021-01-28 23:40:00,fhi:web
Fly,SK4572,SAS,Trondheim,Bodø,2021-01-28 17:05:00,2021-01-28 19:20:00,fhi:web
Fly,SK4172,SAS,Bergen,Trondheim,2021-01-28 15:35:00,2021-01-28 16:40:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2021-01-28 10:05:00,2021-01-28 11:50:00,fhi:web
Fly,WF582,Widerøe,Kristiansand,Bergen,2021-01-28 06:15:00,2021-01-28 07:10:00,fhi:web
Fly,LO483,Polish Air,Warsawa,Oslo,2021-01-27 16:45:00,2021-01-27 18:55:00,fhi:web
Fly,LO483,Polish Air,Warszawa,Oslo,2021-01-27 16:45:00,2021-01-27 18:55:00,fhi:web
Fly,KL1189,KLM,Amsterdam,Bergen,2021-01-27 14:55:00,2021-01-27 16:30:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-01-26 08:00:00,2021-01-26 13:00:00,fhi:web
Fly,SK319,SAS,Haugesund,Oslo,2021-01-25 18:36:00,2021-01-25 19:15:00,fhi:web
Fly,SK4082,SAS,Oslo,Evenes,2021-01-25 08:40:00,2021-01-25 10:15:00,fhi:web
Fly,SK308,SAS,Oslo,Haugesund,2021-01-25 08:37:00,2021-01-25 09:15:00,fhi:web
Fly,SK4004,SAS,Stavanger,Oslo,2021-01-25 07:00:00,2021-01-25 08:00:00,fhi:web
Fly,SK291,SAS,Oslo,Bergen,2021-01-24 21:06:00,2021-01-24 21:39:00,fhi:web
Fly,DY648,Norwegian,Oslo,Bergen,2021-01-24 20:46:00,2021-01-24 21:24:00,fhi:web
Fly,W61745,WizzAir,Gdansk,Bergen,2021-01-24 19:00:00,2021-01-24 21:00:00,fhi:web
Fly,SK4095,SAS,Evenes,Oslo,2021-01-24 18:11:00,2021-01-24 19:38:00,fhi:web
Fly,SK4525,SAS,Molde,Oslo,2021-01-24 17:10:00,2021-01-24 18:00:00,fhi:web
Fly,AF1774,AirFrance,Paris,Oslo,2021-01-24 14:10:00,2021-01-24 16:30:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-01-24 08:21:00,2021-01-24 12:02:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2021-01-23 14:32:00,2021-01-23 16:11:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-01-23 08:00:00,2021-01-23 13:00:00,fhi:web
Fly,W63215,WizzaAir,Bucharest,Torp,2021-01-23 06:56:00,2021-01-23 08:50:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2021-01-22 17:05:00,2021-01-22 19:55:00,fhi:web
Fly,SK221,SAS,Oslo,Kristiansand,2021-01-22 17:05:00,2021-01-22 17:55:00,fhi:web
Fly,SK4031,SAS,Oslo,Stavanger,2021-01-22 15:08:00,2021-01-22 15:47:00,fhi:web
Fly,SK4299,SAS,Kiev,Oslo,2021-01-22 14:00:00,2021-01-22 15:50:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-01-22 08:05:00,2021-01-22 12:20:00,fhi:web
Fly,DY422,Norwegian,Oslo,Molde,2021-01-22 08:00:00,2021-01-22 09:00:00,fhi:web
Fly,SK380,SAS,Oslo,Trondheim,2021-01-21 20:30:00,2021-01-21 21:30:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-01-21 14:35:00,2021-01-21 16:30:00,fhi:web
Fly,SK4094,SAS,Oslo,EVenes,2021-01-19 15:50:00,2021-01-19 17:30:00,fhi:web
Fly,KL1189,KLM,Amsterdam,Bergen,2021-01-19 15:06:00,2021-01-19 16:30:00,fhi:web
Fly,EK160,Emirates,Oslo,Dubai,2021-01-19 14:10:00,2021-01-19 23:55:00,fhi:web
Fly,LH 862,Lufthansa,Frankfurt,Oslo,2021-01-18 13:05:00,2021-01-18 15:05:00,fhi:web
Fly,WF587,Widerøes,Bergen,Kristiansand,2021-01-18 11:35:00,2021-01-18 12:25:00,fhi:web
Fly,SK4137,SAS,Trondheim,Bergen,2021-01-18 06:30:00,2021-01-18 07:30:00,fhi:web
Fly,JU450,Air Serbia,Beograd,Oslo,2021-01-18 06:05:00,2021-01-18 08:55:00,fhi:web
Fly,SK382,SAS,Oslo,Trondheim,2021-01-17 21:45:00,NaT,fhi:web
Fly,KL1205,KLM,Amsterdam,Stavanger,2021-01-17 17:08:00,2021-01-17 18:16:00,fhi:web
Fly,AF1774,Air France,Paris,Oslo,2021-01-17 14:10:00,2021-01-17 16:30:00,fhi:web
Fly,RK1394,RyanAir,London,Oslo,2021-01-17 11:40:00,2021-01-17 14:40:00,fhi:web
Fly,SK351,SAS,Trondheim,Oslo,2021-01-17 10:25:00,2021-01-17 11:20:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-01-17 08:05:00,2021-01-17 12:20:00,fhi:web
Skip,Superspeed 1,Color Line ,Hirthals,Kristiansand,2021-01-16 20:45:00,2021-01-16 23:59:00,fhi:web
Fly,SK1458,SAS,København,Oslo,2021-01-16 12:00:00,2021-01-16 13:10:00,fhi:web
Tog,41.0,VY,Oslo,Bergen,2021-01-16 08:25:00,2021-01-16 14:55:00,fhi:web
Tog,41,VY,Oslo,Bergen,2021-01-16 08:25:00,2021-01-16 14:55:00,fhi:web
Skip,Superspeed 2,Color Line,Hirtshals,Larvik,2021-01-16 08:00:00,2021-01-16 11:30:00,fhi:web
Tog,405.0,SJ-Nord,Oslo,Trondheim,2021-01-15 22:50:00,2021-01-16 06:28:00,fhi:web
Tog,405,SJ-Nord,Oslo,Trondheim,2021-01-15 22:50:00,2021-01-16 06:28:00,fhi:web
Fly,JU454,AirSerbia,Beograd,Oslo,2021-01-15 17:05:00,2021-01-15 19:55:00,fhi:web
Fly,SK4425,SAS,Tromsø,Oslo,2021-01-15 17:05:00,2021-01-15 19:05:00,fhi:web
Fly,SK2872,SAS,København,Bergen,2021-01-15 17:00:00,2021-01-15 18:25:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-01-15 14:35:00,2021-01-15 16:30:00,fhi:web
Tog,71.0,SJ Nord,Mo i Rana,Bodø,2021-01-15 14:30:00,2021-01-15 17:30:00,fhi:web
Tog,471.0,SJ-Nord,Trondheim,Bodø,2021-01-15 07:49:00,2021-01-15 17:37:00,fhi:web
Tog,471,SJ-Nord,Trondheim,Bodø,2021-01-15 07:49:00,2021-01-15 17:37:00,fhi:web
Fly,SK362,SAS,Oslo,Trondheim,2021-01-14 15:45:00,2021-01-14 16:40:00,fhi:web
Fly,KL1189,KLM,Amsterdam,Bergen,2021-01-14 14:55:00,2021-01-14 16:40:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-01-14 14:39:00,2021-01-14 16:07:00,fhi:web
Fly,KL1175,KLM,Amsterdam,Trondheim,2021-01-14 14:25:00,2021-01-14 16:40:00,fhi:web
Fly,DY372,Norwegian,Oslo,Tromsø,2021-01-14 13:10:00,2021-01-14 14:45:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-01-14 08:00:00,2021-01-14 13:00:00,fhi:web
